row_type,session_id,run_id,agent_type,analyze_target,episode,winner,result_for_analyzed,duration_sec,agent_a_final_hp,agent_b_final_hp,attack_count,block_count,dodge_count,move_toward_count,move_back_count,move_side_count,total_action_count,attack_ratio_percent,block_ratio_percent,dodge_ratio_percent,move_toward_ratio_percent,move_back_ratio_percent,move_side_ratio_percent
"EPISODE","20260608_234855","BaselineDefender","BT","AgentB",18,"B","win",34.760,0.000,40.000,7,10,6,10,8,3,44,15.909,22.727,13.636,22.727,18.182,6.818
"EPISODE","20260608_234855","BaselineDefender","BT","AgentB",19,"A","loss",37.237,20.000,0.000,6,8,6,13,12,9,54,11.111,14.815,11.111,24.074,22.222,16.667
"EPISODE","20260608_234855","BaselineDefender","BT","AgentB",20,"A","loss",28.216,40.000,0.000,4,7,5,15,11,7,49,8.163,14.286,10.204,30.612,22.449,14.286
"EPISODE","20260608_234855","BaselineDefender","BT","AgentB",21,"B","win",27.869,0.000,100.000,6,7,5,10,8,2,38,15.789,18.421,13.158,26.316,21.053,5.263
"EPISODE","20260608_234855","BaselineDefender","BT","AgentB",22,"B","win",32.682,0.000,20.000,6,8,6,14,10,5,49,12.245,16.327,12.245,28.571,20.408,10.204
"EPISODE","20260608_234855","BaselineDefender","BT","AgentB",23,"A","loss",26.268,40.000,0.000,5,6,4,13,9,6,43,11.628,13.953,9.302,30.233,20.930,13.953
"EPISODE","20260608_234855","BaselineDefender","BT","AgentB",24,"B","win",30.628,0.000,40.000,7,8,5,11,8,6,45,15.556,17.778,11.111,24.444,17.778,13.333
"EPISODE","20260608_234855","BaselineDefender","BT","AgentB",25,"A","loss",32.336,40.000,0.000,5,8,5,15,10,8,51,9.804,15.686,9.804,29.412,19.608,15.686
"EPISODE","20260608_234855","BaselineDefender","BT","AgentB",26,"B","win",21.792,0.000,20.000,6,5,4,5,5,6,31,19.355,16.129,12.903,16.129,16.129,19.355
"EPISODE","20260608_234855","BaselineDefender","BT","AgentB",27,"B","win",21.634,0.000,40.000,6,5,4,8,3,4,30,20.000,16.667,13.333,26.667,10.000,13.333
"EPISODE","20260608_234855","BaselineDefender","BT","AgentB",28,"A","loss",27.357,40.000,0.000,6,7,4,7,10,2,36,16.667,19.444,11.111,19.444,27.778,5.556
"EPISODE","20260608_234855","BaselineDefender","BT","AgentB",29,"B","win",31.826,0.000,20.000,6,8,5,13,9,7,48,12.500,16.667,10.417,27.083,18.750,14.583
"EPISODE","20260608_234855","BaselineDefender","BT","AgentB",30,"B","win",33.264,0.000,20.000,6,6,5,16,10,8,51,11.765,11.765,9.804,31.373,19.608,15.686
"EPISODE","20260608_234855","BaselineDefender","BT","AgentB",31,"A","loss",26.616,40.000,0.000,5,6,4,6,3,6,30,16.667,20.000,13.333,20.000,10.000,20.000
"EPISODE","20260608_234855","BaselineDefender","BT","AgentB",32,"B","win",31.927,0.000,40.000,6,7,6,11,7,7,44,13.636,15.909,13.636,25.000,15.909,15.909
"EPISODE","20260608_234855","BaselineDefender","BT","AgentB",33,"A","loss",29.297,40.000,0.000,5,5,5,11,9,5,40,12.500,12.500,12.500,27.500,22.500,12.500
"EPISODE","20260608_234855","BaselineDefender","BT","AgentB",34,"B","win",31.430,0.000,40.000,6,8,5,9,7,5,40,15.000,20.000,12.500,22.500,17.500,12.500
